"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt","PROLIFIC_PID"
"1129","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6548600000096485]",NA,NA,NA,NA,NA,"",0,31,31,91,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1130","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","invalid","a","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7571299999835901]",NA,NA,NA,NA,NA,"",0,32,32,68,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1131","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[1.7008050000004005]",NA,NA,NA,NA,NA,"",0,33,33,214,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1132","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[1.029804999998305]",NA,NA,NA,NA,NA,"",0,34,34,132,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1133","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5342550000059418]",NA,NA,NA,NA,NA,"",0,35,35,153,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1134","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6840599999995902]",NA,NA,NA,NA,NA,"",0,36,36,171,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1135","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4690699999919161]",NA,NA,NA,NA,NA,"",0,37,37,175,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1136","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6712399999960326]",NA,NA,NA,NA,NA,"",0,38,38,54,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1137","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5443450000020675]",NA,NA,NA,NA,NA,"",0,39,39,163,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1138","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5408599999791477]",NA,NA,NA,NA,NA,"",0,40,40,103,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1139","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","invalid","l","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4601150000235066]",NA,NA,NA,NA,NA,"",0,41,41,139,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1140","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5237550000019837,1.0288200000068173]",NA,NA,NA,NA,NA,"",0,42,42,152,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1141","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","invalid","a","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5523050000192598]",NA,NA,NA,NA,NA,"",0,43,43,140,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1142","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4902050000091549]",NA,NA,NA,NA,NA,"",0,44,44,160,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1143","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6570599999977276]",NA,NA,NA,NA,NA,"",0,45,45,202,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1144","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4234299999952782]",NA,NA,NA,NA,NA,"",0,46,46,124,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1145","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.614159999997355]",NA,NA,NA,NA,NA,"",0,47,47,59,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1146","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5148150000022724]",NA,NA,NA,NA,NA,"",0,48,48,133,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1147","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","invalid","l","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5146449999883771]",NA,NA,NA,NA,NA,"",0,49,49,137,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1148","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.46929999999701977]",NA,NA,NA,NA,NA,"",0,50,50,85,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1149","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5081399999908172]",NA,NA,NA,NA,NA,"",0,51,51,148,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1150","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5434449999884237]",NA,NA,NA,NA,NA,"",0,52,52,86,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1151","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4260200000135228]",NA,NA,NA,NA,NA,"",0,53,53,88,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1152","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.43084499999531545]",NA,NA,NA,NA,NA,"",0,54,54,48,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1153","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6425349999917671]",NA,NA,NA,NA,NA,"",0,55,55,118,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1154","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4147250000096392]",NA,NA,NA,NA,NA,"",0,56,56,72,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1155","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.517584999994142]",NA,NA,NA,NA,NA,"",0,57,57,180,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1156","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7933049999992363]",NA,NA,NA,NA,NA,"",0,58,58,75,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1157","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5233000000007451]",NA,NA,NA,NA,NA,"",0,59,59,215,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1158","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.9194799999822862,1.7456200000015087]",NA,NA,NA,NA,NA,"",0,60,60,63,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1159","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5709250000072643]",NA,NA,NA,NA,NA,"",0,61,61,73,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1160","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6056099999987055]",NA,NA,NA,NA,NA,"",0,62,62,159,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1161","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[1.7646900000108872]",NA,NA,NA,NA,NA,"",0,63,63,212,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1162","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5446649999939837]",NA,NA,NA,NA,NA,"",0,64,64,111,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1163","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5840299999981653]",NA,NA,NA,NA,NA,"",0,65,65,25,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
"1164","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2,26,"female","right","German","2020-10-20_10h10.42.893","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","invalid","l","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4835650000022724]",NA,NA,NA,NA,NA,"",0,66,66,65,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA,234
